# veraPDF 1.30.2; corpus revision 49de56cd987929932c9e4fbbbe67d052bf44ef83
# profile directory<TAB>relative PDF path<TAB>first veraPDF failed rule<TAB>expected local rule
PDF_A-1b	6.2 Graphics/6.2.8 Extended graphics state/veraPDF test suite 6-2-8-t03-fail-a.pdf	ISO 19005-1:2005:6.2.9:1	PDFA1B-RENDERING-INTENT-001
PDF_A-1b	6.2 Graphics/6.2.9 Rendering intents/veraPDF test suite 6-2-9-t01-fail-a.pdf	ISO 19005-1:2005:6.2.9:1	PDFA1B-RENDERING-INTENT-001
PDF_A-1b	6.3 Fonts/6.3.3.1 General/veraPDF test suite 6-3-3-1-t01-fail-a.pdf	ISO 19005-1:2005:6.3.3.1:1	PDFA1B-TYPE0-CID-SYSTEM-INFO-001
PDF_A-1b	6.3 Fonts/6.3.3.1 General/veraPDF test suite 6-3-3-1-t01-fail-b.pdf	ISO 19005-1:2005:6.3.3.1:1	PDFA1B-TYPE0-CID-SYSTEM-INFO-001
PDF_A-1b	6.3 Fonts/6.3.5 Font subsets/6-3-5-t02-fail-a.pdf	ISO 19005-1:2005:6.3.5:2	PDFA1B-TYPE1-SUBSET-CHARSET-001
PDF_A-1b	6.3 Fonts/6.3.5 Font subsets/6-3-5-t02-fail-b.pdf	ISO 19005-1:2005:6.3.5:2	PDFA1B-TYPE1-SUBSET-CHARSET-001
PDF_A-1b	6.3 Fonts/6.3.5 Font subsets/6-3-5-t02-fail-c.pdf	ISO 19005-1:2005:6.3.5:2	PDFA1B-TYPE1-SUBSET-CHARSET-001
PDF_A-1b	6.3 Fonts/6.3.5 Font subsets/6-3-5-t03-fail-a.pdf	ISO 19005-1:2005:6.3.5:3	PDFA1B-CID-SUBSET-CIDSET-001
PDF_A-1b	6.3 Fonts/6.3.5 Font subsets/6-3-5-t03-fail-b.pdf	ISO 19005-1:2005:6.3.5:3	PDFA1B-CID-SUBSET-CIDSET-001
PDF_A-1b	6.3 Fonts/6.3.5 Font subsets/6-3-5-t03-fail-c.pdf	ISO 19005-1:2005:6.3.5:3	PDFA1B-CID-SUBSET-CIDSET-001
PDF_A-1b	6.3 Fonts/6.3.6 Font metrics/veraPDF test suite 6-3-6-t01-fail-a.pdf	ISO 19005-1:2005:6.3.6:1	PDFA1B-TRUETYPE-GLYPH-WIDTH-001
PDF_A-1b	6.4 Transparency/veraPDF test suite 6-4-t02-fail-b.pdf	ISO 19005-1:2005:6.4:3	PDFA1B-TRANSPARENCY-GROUP-001
PDF_A-1b	6.4 Transparency/veraPDF test suite 6-4-t04-fail-a.pdf	ISO 19005-1:2005:6.4:4	PDFA1B-EXTGSTATE-BLEND-MODE-001
PDF_A-1b	6.5 Annotations/6.5.3 Annotation dictionaries/veraPDF test suite 6-5-3-t01-fail-a.pdf	ISO 19005-1:2005:6.5.3:5	PDFA1B-WIDGET-BUTTON-APPEARANCE-001
PDF_A-1b	6.6 Actions/6.6.1 General/veraPDF test suite 6-6-1-t01-fail-a.pdf	ISO 19005-1:2005:6.6.1:1	PDFA1B-ACTION-TYPE-001
